upc,title,authors,categories,tags,series,language,releaseDate,pages,description,publisher,imageURL,thumbnailURL
75960608666500111,Darth Vader (2017) #1,"Giuseppe Camuncoli, Vc Joe Caramagna, Jim Cheung, David Curiel, Cam Smith, Charles Soule, Jordan D. White, Matthew Wilson, ",Comic Books,Star Wars,Darth Vader (2017 - 2018),English,2017-06-07T00:00:00-0400,48,"The most fearsome villain of all time returns with an all-new series! When Anakin Skywalker fell, both to the pull of the dark side and to the blade of Obi-Wan Kenobi, he rose back up, more machine than man. Having lost everything that was once dear to him, the former chosen one must take his first steps into a darker world…as Darth Vader, Dark Lord of the Sith!",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/7/20/593063e9ae78d.jpg,http://i.annihil.us/u/prod/marvel/i/mg/7/20/593063e9ae78d.jpg
75960608666500211,Darth Vader (2017) #2,"Giuseppe Camuncoli, Vc Joe Caramagna, Jim Cheung, David Curiel, Cam Smith, Charles Soule, Jordan D. White, Matthew Wilson, ",Comic Books,Star Wars,Darth Vader (2017 - 2018),English,2017-06-21T00:00:00-0400,32,Join Vader as he learns a new way — the way of Darth Sidious and his newly formed Empire…the way of the dark side.,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/9/b0/5941a8d8af2c6.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/b0/5941a8d8af2c6.jpg
75960608666500311,Darth Vader (2017) #3,"Giuseppe Camuncoli, Vc Joe Caramagna, Olivier Coipel, David Curiel, Jason Keith, Cam Smith, Charles Soule, Jordan D. White, ",Comic Books,Star Wars,Darth Vader (2017 - 2018),English,2017-07-12T00:00:00-0400,32,Vader sets his sights on a Jedi who's avoided Order 66…a Jedi Master who's long lived in seclusion…a Jedi more powerful than any Vader has faced before…,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/7/40/595ea5f96e623.jpg,http://i.annihil.us/u/prod/marvel/i/mg/7/40/595ea5f96e623.jpg
75960608666500411,Darth Vader (2017) #4,"Giuseppe Camuncoli, Vc Joe Caramagna, David Curiel, Francesco Mattina, Cam Smith, Charles Soule, Jordan D. White, ",Comic Books,Star Wars,Darth Vader (2017 - 2018),English,2017-08-02T00:00:00-0400,32,Vader's first mission isn't going well. The dark side is the way of power. But no one said it would be easy.,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/c/b0/596d17bdc2ce7.jpg,http://i.annihil.us/u/prod/marvel/i/mg/c/b0/596d17bdc2ce7.jpg
75960608666500511,Darth Vader (2017) #5,"Giuseppe Camuncoli, Vc Joe Caramagna, David Curiel, Francesco Mattina, Cam Smith, Charles Soule, Jordan D. White, ",Comic Books,Star Wars,Darth Vader (2017 - 2018),English,2017-09-06T00:00:00-0400,32,He began his journey as a Jedi with wonder and hope. Now it is time to put away childish things. Vader's first and most vital test as a Sith concludes.,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/d/90/599afde5c658f.jpg,http://i.annihil.us/u/prod/marvel/i/mg/d/90/599afde5c658f.jpg
75960608666500611,Darth Vader (2017) #6,"Giuseppe Camuncoli, Vc Joe Caramagna, David Curiel, Francesco Mattina, Cam Smith, Charles Soule, Jordan D. White, ",Comic Books,Star Wars,Darth Vader (2017 - 2018),English,2017-10-04T00:00:00-0400,32,Darth Vader…meet THE INQUISITORIUS!,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/3/20/59cc06221f165.jpg,http://i.annihil.us/u/prod/marvel/i/mg/3/20/59cc06221f165.jpg
75960608666500711,Darth Vader (2017) #7,"Giuseppe Camuncoli, Vc Joe Caramagna, David Curiel, Francesco Mattina, Daniele Orlandini, Charles Soule, Jordan D. White, ",Comic Books,Star Wars,Darth Vader (2017 - 2018),English,2017-11-01T00:00:00-0400,32,"LEGACY’S END BEGINS! As Vader takes his place in command of the Emperor’s secret Inquisitorius Program, he sets his sights on one of the most dangerous Jedi remaining alive…and it’s not who you’d expect.",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/6/80/59f104651dea8.jpg,http://i.annihil.us/u/prod/marvel/i/mg/6/80/59f104651dea8.jpg
75960608666500811,Darth Vader (2017) #8,"Giuseppe Camuncoli, Vc Joe Caramagna, David Curiel, Francesco Mattina, Daniele Orlandini, Charles Soule, Jordan D. White, ",Comic Books,Star Wars,Darth Vader (2017 - 2018),English,2017-11-15T00:00:00-0500,32,"LEGACY’S END BEGINS! As Vader takes his place in command of the Emperor’s secret Inquisitorius Program, he sets his sights on one of the most dangerous Jedi remaining alive…and it’s not who you’d expect.",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/8/f0/5a034a0369bff.jpg,http://i.annihil.us/u/prod/marvel/i/mg/8/f0/5a034a0369bff.jpg
75960608666500911,Darth Vader (2017) #9,"Giuseppe Camuncoli, Vc Joe Caramagna, David Curiel, Francesco Mattina, Daniele Orlandini, Charles Soule, Jordan D. White, ",Comic Books,Star Wars,Darth Vader (2017 - 2018),English,2017-12-06T00:00:00-0500,32,"As the threat of the Jedi continues to menace the fledgling Empire, Vader finds himself on the trail of Jedi his master has commanded him…to keep alive?",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/9/40/5a1f35e81fe32.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/40/5a1f35e81fe32.jpg
75960608666501011,Darth Vader (2017) #10,"Giuseppe Camuncoli, Vc Joe Caramagna, David Curiel, Francesco Mattina, Daniele Orlandini, Charles Soule, Jordan D. White, ",Comic Books,Star Wars,Darth Vader (2017 - 2018),English,2018-01-10T00:00:00-0500,32,Vader’s showdown with Jocasta Nu comes to a startling conclusion! What secret information has the Jedi librarian risked her life to protect? And can she stop Vader from getting it?,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/e/e0/5a4fbdd91e01c.jpg,http://i.annihil.us/u/prod/marvel/i/mg/e/e0/5a4fbdd91e01c.jpg
75960608666501111,Darth Vader (2017) #11,"Elia Bonetti, Giuseppe Camuncoli, Vc Joe Caramagna, David Curiel, Daniele Orlandini, Charles Soule, Jordan D. White, ",Comic Books,Star Wars,Darth Vader (2017 - 2018),English,2018-02-14T00:00:00-0500,32,An expensive bounty has been put on Vader’s head! Who would dare try to challenge the Dark Lord’s place in the Empire?,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/8/b0/5a7b4cb561b04.jpg,http://i.annihil.us/u/prod/marvel/i/mg/8/b0/5a7b4cb561b04.jpg
75960608666501211,Darth Vader (2017) #12,"Elia Bonetti, Giuseppe Camuncoli, Vc Joe Caramagna, David Curiel, Daniele Orlandini, Charles Soule, Jordan D. White, ",Comic Books,Star Wars,Darth Vader (2017 - 2018),English,2018-02-28T00:00:00-0500,32,An expensive bounty has been put on Vader’s head! Who would dare try to challenge the Dark Lord’s place in the Empire?,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/4/e0/5a8de89375697.jpg,http://i.annihil.us/u/prod/marvel/i/mg/4/e0/5a8de89375697.jpg
75960608666501311,Darth Vader (2017) #13,"Elia Bonetti, Giuseppe Camuncoli, Vc Joe Caramagna, David Curiel, Daniele Orlandini, Charles Soule, Jordan D. White, ",Comic Books,Star Wars,Darth Vader (2017 - 2018),English,2018-03-14T00:00:00-0400,32,"As the Empire’s grip tightens, the stirrings of Rebellion begin in the Mon Cala system. Order must be maintained…a job which falls to Vader, his inquisitors…and a man named Wilhuff Tarkin!",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/2/a0/5aa06420619c3.jpg,http://i.annihil.us/u/prod/marvel/i/mg/2/a0/5aa06420619c3.jpg
75960608666501411,Darth Vader (2017) #14,"Elia Bonetti, Giuseppe Camuncoli, Vc Joe Caramagna, David Curiel, Daniele Orlandini, Charles Soule, Jordan D. White, ",Comic Books,Star Wars,Darth Vader (2017 - 2018),English,2018-04-11T00:00:00-0400,32,"As the Emperor grip tightens on the galaxy, no tolerance for rebellion can be afforded… especially not when being fomented by a surviving Jedi on Mon Cala.",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/9/30/5ac52461da68d.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/30/5ac52461da68d.jpg
75960608666501511,Darth Vader (2017) #15,"Elia Bonetti, Giuseppe Camuncoli, Vc Joe Caramagna, David Curiel, Daniele Orlandini, Mark Paniccia, Charles Soule, ",Comic Books,Star Wars,Darth Vader (2017 - 2018),English,2018-04-25T00:00:00-0400,32,Darth Vader continues his mission to bring Mon Cala to heel! Vader goes in for some wet work in this brutal story!,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/8/f0/5ad7b0b4406e6.jpg,http://i.annihil.us/u/prod/marvel/i/mg/8/f0/5ad7b0b4406e6.jpg
75960608666501611,Darth Vader (2017) #16,"Elia Bonetti, Giuseppe Camuncoli, Vc Joe Caramagna, Guru Efx, Javier Tartaglia, Daniele Orlandini, Mark Paniccia, Charles Soule, ",Comic Books,Star Wars,Darth Vader (2017 - 2018),English,2018-05-09T00:00:00-0400,32,Vader and his Inquisitors lead an elite squad of clone troopers to flush out the Jedi traitor beneath the waters of Mon Cala…and the oceans will burn with their fury.,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/9/10/5aea2fa570708.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/10/5aea2fa570708.jpg
75960608666501711,Darth Vader (2017) #17,"Elia Bonetti, Giuseppe Camuncoli, Vc Joe Caramagna, David Curiel, Daniele Orlandini, Mark Paniccia, Charles Soule, ",Comic Books,Star Wars,Darth Vader (2017 - 2018),English,2018-06-13T00:00:00-0400,32,"As the remnants of the Mon Cala resistance crumble into the seas, Vader and his Inquisitors finally confront the Jedi survivor at its core. The seas will weep…",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/3/40/5b17065e3173f.jpg,http://i.annihil.us/u/prod/marvel/i/mg/3/40/5b17065e3173f.jpg
75960608666501811,Darth Vader (2017) #18,"Elia Bonetti, Giuseppe Camuncoli, Vc Joe Caramagna, David Curiel, Daniele Orlandini, Mark Paniccia, Charles Soule, ",Comic Books,Star Wars,Darth Vader (2017 - 2018),English,2018-07-11T00:00:00-0400,32,"It is time for GRAND MOFF TARKIN to repay a long-standing debt to DARTH VADER…and settling what is owed will require every last bit of his cunning, and will cost more than he ever imagined.",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/c/40/5b3fe9fb260e0.jpg,http://i.annihil.us/u/prod/marvel/i/mg/c/40/5b3fe9fb260e0.jpg
75960608369500211,Darth Vader Annual (2015) #2,"Vc Joe Caramagna, Mike Deodato, Scott Hanna, Walden Wong, Leonard Kirk, Mark Paniccia, Arif Prianto, Chuck Wendig, Nolan Woodard, ",Comic Books,Star Wars,Darth Vader Annual (2015 - 2018),English,2018-07-18T00:00:00-0400,40,DARTH VADER intends for the Empire to hold no secrets for him — or from him. Which means it is time to dig into the pet project of GOVERNOR WILHUFF TARKIN and ORSON KRENNIC: the massive battle station being built on GEONOSIS. Opportunity arises when the project is hindered by sabotage from unknown forces. THE EMPEROR calls on his dark enforcer to root out the source of treachery that threatens to destabilize the Empire’s galactic ascent.,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/7/00/5b4672748ec8b.jpg,http://i.annihil.us/u/prod/marvel/i/mg/7/00/5b4672748ec8b.jpg
75960608666501911,Darth Vader (2017) #19,"Elia Bonetti, Giuseppe Camuncoli, Vc Joe Caramagna, David Curiel, Daniele Orlandini, Mark Paniccia, Charles Soule, ",Comic Books,Star Wars,Darth Vader (2017 - 2018),English,2018-08-08T00:00:00-0400,32,“FORTRESS VADER” BEGINS! A JEDI makes a desperate deal. THE INQUISITORS’ mission evolves. DARTH VADER discovers a theft.,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/b/f0/5b620c843bedb.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/f0/5b620c843bedb.jpg
75960608666502011,Darth Vader (2017) #20,"Erick Arciniega, Dono Sanchez-Almara, Elia Bonetti, Giuseppe Camuncoli, Vc Joe Caramagna, Daniele Orlandini, Mark Paniccia, Charles Soule, ",Comic Books,Star Wars,Darth Vader (2017 - 2018),English,2018-08-22T00:00:00-0400,32,"“FORTRESS VADER,” PART TWO! A thief faces the consequences for their crime. EMPEROR PALPATINE rewards DARTH VADER with three gifts...A thing, a choice and a voice.",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/3/b0/5b748dd943602.jpg,http://i.annihil.us/u/prod/marvel/i/mg/3/b0/5b748dd943602.jpg
75960608666502111,Darth Vader (2017) #21,"Elia Bonetti, Giuseppe Camuncoli, Vc Joe Caramagna, David Curiel, Daniele Orlandini, Mark Paniccia, Charles Soule, ",Comic Books,Star Wars,Darth Vader (2017 - 2018),English,2018-09-12T00:00:00-0400,32,"DARTH VADER returns to the place of his birth as he seeks the path to his destiny. Echoes from the past reach out to him — both from his own, and from the dark history of the SITH.",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/3/03/5b90137d51850.jpg,http://i.annihil.us/u/prod/marvel/i/mg/3/03/5b90137d51850.jpg
75960608666502211,Darth Vader (2017) #22,"Elia Bonetti, Giuseppe Camuncoli, Vc Joe Caramagna, David Curiel, Daniele Orlandini, Terry Pallot, Mark Paniccia, Charles Soule, ",Comic Books,Star Wars,Darth Vader (2017 - 2018),English,2018-10-17T00:00:00-0400,32, “FORTRESS VADER” continues! The Tale of LORD MOMIN! Plans are drawn…a foundation is laid…and darkness rises on MUSTAFAR! ,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/c/90/5bbe670b85cb9.jpg,http://i.annihil.us/u/prod/marvel/i/mg/c/90/5bbe670b85cb9.jpg
75960608666502311,Darth Vader (2017) #23,"Elia Bonetti, Giuseppe Camuncoli, Vc Joe Caramagna, David Curiel, Dono Sanchez-Almara, Daniele Orlandini, Mark Paniccia, Charles Soule, ",Comic Books,Star Wars,Darth Vader (2017 - 2018),English,2018-11-14T00:00:00-0500,32," “FORTRESS VADER” - PART 5 Darkness rises above MUSTAFAR as the brutal designs of LORD MOMIN begin to take shape. But the planet’s inhabitants cannot take this desecration lightly, and shape plans of their own. ",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/c/80/5be3707ec7fb3.jpg,http://i.annihil.us/u/prod/marvel/i/mg/c/80/5be3707ec7fb3.jpg
75960608666502411,Darth Vader (2017) #24,"Elia Bonetti, Giuseppe Camuncoli, Vc Joe Caramagna, David Curiel, Dono Sanchez-Almara, Daniele Orlandini, Mark Paniccia, Charles Soule, ",Comic Books,Star Wars,Darth Vader (2017 - 2018),English,2018-11-28T00:00:00-0500,32," “FORTRESS VADER” - PART 6 The FORTRESS will stand, but at a terrible cost. The fire will come to MUSTAFAR, and all will burn. The final design is revealed, woven from war, treachery and pain. ",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/f/d0/5bf477ed0f9ad.jpg,http://i.annihil.us/u/prod/marvel/i/mg/f/d0/5bf477ed0f9ad.jpg
75960608666502511,Darth Vader (2017) #25,"Erick Arciniega, David Curiel, Dono Sanchez-Almara, Elia Bonetti, Giuseppe Camuncoli, Vc Joe Caramagna, Daniele Orlandini, Cam Smith, Mark Paniccia, Charles Soule, ",Comic Books,Star Wars,Darth Vader (2017 - 2018),English,2018-12-19T00:00:00-0500,40,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/6/40/5c12b5d1996a3.jpg,http://i.annihil.us/u/prod/marvel/i/mg/6/40/5c12b5d1996a3.jpg
759606086291000111,Star Wars: Doctor Aphra (2016) #1,"Kieron Gillen, Kev Walker, Jordan D. White, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2016 - 2019),English,2016-12-07T00:00:00-0500,40,"BECAUSE YOU DEMANDED IT! Following the blockbuster finale of Darth Vader #25, the fan-favorite character begins a new journey in STAR WARS: DOCTOR APHRA #1 - the new ongoing series coming this December! From superstar writer Kieron Gillen (Darth Vader) and fan-favorite artist Kev Walker (Marvel Zombies) comes Marvel's first ongoing series starring an original character created in the comics! Following her time in the clutches of Darth Vader, Doctor Aphra has barely escaped with her life. If he ever learns of her survival, he'll hunt her to the ends of the galaxy. But for now, it's time for a return to what she does best. With the droids 0-0-0 and BT-1 in tow, she's off in search of rare artifacts from the galactic center to the Outer Rim and everywhere in between. Aphra's got debts to pay after all. Just as long as she can stay one step ahead of the Empire, some Bounty Hunters and just about everyone else in the galaxy!",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/3/70/5841d1b0876a7.jpg,http://i.annihil.us/u/prod/marvel/i/mg/3/70/5841d1b0876a7.jpg
759606086291000211,Star Wars: Doctor Aphra (2016) #2,"Kieron Gillen, Kev Walker, Jordan D. White, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2016 - 2019),English,2016-12-21T00:00:00-0500,32,"BECAUSE YOU DEMANDED IT! Following the blockbuster finale of Darth Vader #25, the fan-favorite character begins a new journey in STAR WARS: DOCTOR APHRA #1 - the new ongoing series coming this December! From superstar writer Kieron Gillen (Darth Vader) and fan-favorite artist Kev Walker (Marvel Zombies) comes Marvel's first ongoing series starring an original character created in the comics! Following her time in the clutches of Darth Vader, Doctor Aphra has barely escaped with her life. If he ever learns of her survival, he'll hunt her to the ends of the galaxy. But for now, it's time for a return to what she does best. With the droids 0-0-0 and BT-1 in tow, she's off in search of rare artifacts from the galactic center to the Outer Rim and everywhere in between. Aphra's got debts to pay after all. Just as long as she can stay one step ahead of the Empire, some Bounty Hunters and just about everyone else in the galaxy!",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/7/20/584ed69af3491.jpg,http://i.annihil.us/u/prod/marvel/i/mg/7/20/584ed69af3491.jpg
759606086291000311,Star Wars: Doctor Aphra (2016) #3,"Kieron Gillen, Kamome Shirahama, Kev Walker, Jordan D. White, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2016 - 2019),English,2017-01-18T00:00:00-0500,32,"Aphra’s hunt for the Ordu Aspectu has led to the last place she wants to be…an Imperial encampment! The good doctor, her deadly droids and her Wookiee companion are in for trouble...",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/9/10/58740baea0e28.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/10/58740baea0e28.jpg
759606086291000411,Star Wars: Doctor Aphra (2016) #4,"Kieron Gillen, Kamome Shirahama, Kev Walker, Jordan D. White, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2016 - 2019),English,2017-02-08T00:00:00-0500,32,"Aphra’s father has led her straight into danger – of course. Her business on Yavin 4 concluded, Aphra journeys off…in search of one of the most powerful weapons imaginable!",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/1/40/58938ba666490.jpg,http://i.annihil.us/u/prod/marvel/i/mg/1/40/58938ba666490.jpg
759606086291000511,Star Wars: Doctor Aphra (2016) #5,"Vc Joe Caramagna, Marc Deering, Antonio Fabela, Kieron Gillen, Kamome Shirahama, Kev Walker, Jordan D. White, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2016 - 2019),English,2017-03-08T00:00:00-0500,32,"Has Aphra actually found a lost ancient Jedi site? And if so, can she make it out with her life? And if so, will she be able to get a good price for it?",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/6/e0/58b879b1d2b29.jpg,http://i.annihil.us/u/prod/marvel/i/mg/6/e0/58b879b1d2b29.jpg
759606086291000611,Star Wars: Doctor Aphra (2016) #6,"Vc Joe Caramagna, Marc Deering, Antonio Fabela, Kieron Gillen, Kamome Shirahama, Kev Walker, Jordan D. White, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2016 - 2019),English,2017-04-12T00:00:00-0400,32,Aphra Jr. and Sr. have stumbled upon an ancient Jedi citadel…but it appears that some form of life has survived…and they are NOT happy to be disturbed.,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/a/90/58e7f7f8c4c73.jpg,http://i.annihil.us/u/prod/marvel/i/mg/a/90/58e7f7f8c4c73.jpg
759606086291000711,Star Wars: Doctor Aphra (2016) #7,"Andrea Broccardo, Vc Joe Caramagna, Marco Checchetto, Antonio Fabela, Kieron Gillen, Jordan D. White, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2016 - 2019),English,2017-05-31T00:00:00-0400,32,“THE SCREAMING CITADEL” — PART 3. The Queen’s parasites are spreading. Things don’t look good for Han.,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/5/c0/5925b5a3c013d.jpg,http://i.annihil.us/u/prod/marvel/i/mg/5/c0/5925b5a3c013d.jpg
759606086291000811,Star Wars: Doctor Aphra (2016) #8,"Andrea Broccardo, Vc Joe Caramagna, Marco Checchetto, Antonio Fabela, Kieron Gillen, Jordan D. White, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2016 - 2019),English,2017-06-28T00:00:00-0400,32,"""THE SCREAMING CITADEL"" — PART 5 Jedi! Symbiotes! Rebels! Murderbots! Smugglers! Archaeologists! This one has it all! But can any survive the horrors of the Screaming Citadel?",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/3/40/594c2b138a436.jpg,http://i.annihil.us/u/prod/marvel/i/mg/3/40/594c2b138a436.jpg
75960608703700111,Star Wars: Doctor Aphra Annual (2017) #1,"Heather Antos, Jordan Boyd, Vc Joe Caramagna, Kieron Gillen, Marc Laming, David Nakayama, Will Sliney, ",Comic Books,Star Wars,Star Wars: Doctor Aphra Annual (2017 - 2018),English,2017-08-23T00:00:00-0400,40,"Doctor Aphra has a troubled past full of parental drama and war. But what about her Wookiee shadow, Black Krrsantan? Find out just how this Wookiee warrior is as frightening as they say -- and then some!",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/a/30/5988e089ece0a.jpg,http://i.annihil.us/u/prod/marvel/i/mg/a/30/5988e089ece0a.jpg
759606086291000911,Star Wars: Doctor Aphra (2016) #9,"Vc Joe Caramagna, Marc Deering, Antonio Fabela, Kieron Gillen, Kamome Shirahama, Kev Walker, Jordan D. White, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2016 - 2019),English,2017-07-12T00:00:00-0400,32,Aphra's back with a brand-new plan that's guaranteed to pay! There's just one teensy problem…It involves surrounding herself by some of the galaxy's biggest baddies. And they don't like Aphra's tricks!,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/9/30/595eaa21b09d6.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/30/595eaa21b09d6.jpg
759606086291001011,Star Wars: Doctor Aphra (2016) #10,"Vc Joe Caramagna, Marc Deering, Antonio Fabela, Kieron Gillen, Kamome Shirahama, Kev Walker, Jordan D. White, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2016 - 2019),English,2017-07-26T00:00:00-0400,32,Aphra's back with a brand-new plan that's guaranteed to pay! There's just one teensy problem…It involves surrounding herself by some of the galaxy's biggest baddies. And they don't like Aphra's tricks!,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/6/c0/596d08229cf1d.jpg,http://i.annihil.us/u/prod/marvel/i/mg/6/c0/596d08229cf1d.jpg
759606086291001111,Star Wars: Doctor Aphra (2016) #11,"Vc Joe Caramagna, Marc Deering, Antonio Fabela, Kieron Gillen, Kamome Shirahama, Kev Walker, Jordan D. White, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2016 - 2019),English,2017-08-09T00:00:00-0400,32,"Aphra's mission to make quick credits by auctioning off an ancient Jedi artifact is going to plan…That is, until it isn't. Meanwhile, a dark figure from Aphra's past decides to make an appearance…",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/1/50/5977963e3480b.jpg,http://i.annihil.us/u/prod/marvel/i/mg/1/50/5977963e3480b.jpg
759606086291001211,Star Wars: Doctor Aphra (2016) #12,"Vc Joe Caramagna, Marc Deering, Antonio Fabela, Kieron Gillen, Kamome Shirahama, Kev Walker, Jordan D. White, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2016 - 2019),English,2017-09-13T00:00:00-0400,32,VADER IS BACK!,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/a/20/59b04dfa6976f.jpg,http://i.annihil.us/u/prod/marvel/i/mg/a/20/59b04dfa6976f.jpg
759606086291001311,Star Wars: Doctor Aphra (2016) #13,"Vc Joe Caramagna, Marc Deering, Antonio Fabela, Kieron Gillen, Kamome Shirahama, Kev Walker, Jordan D. White, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2016 - 2019),English,2017-10-11T00:00:00-0400,32,"Doctor Aphra's had a plan to auction off an artificial Jedi intelligence to make some major credits. Unfortunately, things haven't exact gone according to plan…Darth Vader is back and our Rogue Archaeologist is less dead than he thought he left her.",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/7/00/59d53f8f8003f.jpg,http://i.annihil.us/u/prod/marvel/i/mg/7/00/59d53f8f8003f.jpg
759606086291001411,Star Wars: Doctor Aphra (2016) #14,"Vc Joe Caramagna, Kieron Gillen, Emilio Laiso, Rachelle Rosenberg, Jordan D. White, Ashley Witter, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2016 - 2019),English,2017-11-15T00:00:00-0500,32,Doctor Aphra’s antics are causing mayhem once again… But is she really the one calling the shots?,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/6/90/5a0349f67c4d4.jpg,http://i.annihil.us/u/prod/marvel/i/mg/6/90/5a0349f67c4d4.jpg
759606086291001511,Star Wars: Doctor Aphra (2016) #15,"Vc Joe Caramagna, Emilio Laiso, Rachelle Rosenberg, Si Spurrier, Jordan D. White, Ashley Witter, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2016 - 2019),English,2017-12-20T00:00:00-0500,32,Rogue archaeologist Doctor Aphra may be in over her head…but at least she’s not alone! Er…let’s hope they’re friendly!,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/3/03/5a3173499030e.jpg,http://i.annihil.us/u/prod/marvel/i/mg/3/03/5a3173499030e.jpg
759606086291001611,Star Wars: Doctor Aphra (2016) #16,"Vc Joe Caramagna, Emilio Laiso, Rachelle Rosenberg, Si Spurrier, Jordan D. White, Ashley Witter, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2016 - 2019),English,2018-01-31T00:00:00-0500,32,"Tensions are high in this galaxy far, far away for Doctor Aphra. She’s got a new master holding her reins…and he’s a Triple-threat. Also – Magna Tolvan. Friend or foe?!",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/a/b0/5a68ef8d98a67.jpg,http://i.annihil.us/u/prod/marvel/i/mg/a/b0/5a68ef8d98a67.jpg
759606086291001711,Star Wars: Doctor Aphra (2016) #17,"Vc Joe Caramagna, Emilio Laiso, Rachelle Rosenberg, Si Spurrier, Jordan D. White, Ashley Witter, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2016 - 2019),English,2018-02-21T00:00:00-0500,32,Aphra and her new crew are launching a brand-new mission…infiltrating a secret Rebellion training center. Little do they know they might be in over their heads. Bonus: A new Rebellion leader? Who’s THAT?!,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/7/10/5a848376eb7b6.jpg,http://i.annihil.us/u/prod/marvel/i/mg/7/10/5a848376eb7b6.jpg
759606086291001811,Star Wars: Doctor Aphra (2016) #18,"Vc Joe Caramagna, Emilio Laiso, Rachelle Rosenberg, Si Spurrier, Jordan D. White, Ashley Witter, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2016 - 2019),English,2018-03-28T00:00:00-0400,32,Doctor Aphra is being blackmailed by Triple-Zero to run missions for his underground crime syndicate — but that doesn’t mean she can’t cause trouble and have fun along the way! Sometimes that fun means infiltrating Rebellion training grounds…and sometimes that trouble means crossing paths with famed rebel Hera Syndulla herself!,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/1/f0/5ab2ad5d8af6a.jpg,http://i.annihil.us/u/prod/marvel/i/mg/1/f0/5ab2ad5d8af6a.jpg
