upc,title,authors,categories,tags,series,language,releaseDate,pages,description,publisher,imageURL,thumbnailURL
75960609600801511,Star Wars (2020) #15,"Rain Beredo, Vc Clayton Cowles, Carlo Pagulayan, Mark Paniccia, Jason Paz, Ramon Rosanas, Rachelle Rosenberg, Charles Soule, ",Comic Books,Star Wars,Star Wars (2020 - Present),English,2021-07-28T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/b/a0/60fad30f421ce.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/a0/60fad30f421ce.jpg
75960609600801611,Star Wars (2020) #16,"Rain Beredo, Vc Clayton Cowles, Carlo Pagulayan, Mark Paniccia, Jason Paz, Ramon Rosanas, Rachelle Rosenberg, Charles Soule, ",Comic Books,Star Wars,Star Wars (2020 - Present),English,2021-08-18T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/9/10/60e5e2ecd4801.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/10/60e5e2ecd4801.jpg
75960609600801711,Star Wars (2020) #17,"Rain Beredo, Vc Clayton Cowles, Carlo Pagulayan, Mark Paniccia, Jason Paz, Ramon Rosanas, Rachelle Rosenberg, Charles Soule, ",Comic Books,Star Wars,Star Wars (2020 - Present),English,2021-09-29T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/7/20/614b3ff3c7978.jpg,http://i.annihil.us/u/prod/marvel/i/mg/7/20/614b3ff3c7978.jpg
75960609600801811,Star Wars (2020) #18,"Rain Beredo, Vc Clayton Cowles, Carlo Pagulayan, Mark Paniccia, Jason Paz, Ramon Rosanas, Rachelle Rosenberg, Charles Soule, ",Comic Books,Star Wars,Star Wars (2020 - Present),English,2021-11-03T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/f/40/6169eecba15af.jpg,http://i.annihil.us/u/prod/marvel/i/mg/f/40/6169eecba15af.jpg
75960609600801911,Star Wars (2020) #19,"Rain Beredo, Marco Castiello, Vc Clayton Cowles, Carlo Pagulayan, Mark Paniccia, Jason Paz, Rachelle Rosenberg, Charles Soule, ",Comic Books,Star Wars,Star Wars (2020 - Present),English,2021-12-08T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/c/40/618ea52ec7fa1.jpg,http://i.annihil.us/u/prod/marvel/i/mg/c/40/618ea52ec7fa1.jpg
75960609600802011,Star Wars (2020) #20,"Rain Beredo, Marco Castiello, Vc Clayton Cowles, Carlo Pagulayan, Mark Paniccia, Jason Paz, Rachelle Rosenberg, Charles Soule, ",Comic Books,Star Wars,Star Wars (2020 - Present),English,2022-01-12T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/9/b0/61cf406d5ef75.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/b0/61cf406d5ef75.jpg
75960609600802111,Star Wars (2020) #21,"Marco Castiello, Vc Clayton Cowles, Mark Paniccia, Ramon Rosanas, Rachelle Rosenberg, Charles Soule, ",Comic Books,Star Wars,Star Wars (2020 - Present),English,2022-03-02T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/6/70/6217ed6ea3653.jpg,http://i.annihil.us/u/prod/marvel/i/mg/6/70/6217ed6ea3653.jpg
75960609600802211,Star Wars (2020) #22,"Vc Clayton Cowles, Lee Loughridge, Carlo Pagulayan, Mark Paniccia, Jason Paz, Ramon Rosanas, Rachelle Rosenberg, Charles Soule, ",Comic Books,Star Wars,Star Wars (2020 - Present),English,2022-04-13T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/4/20/6241c68982e9b.jpg,http://i.annihil.us/u/prod/marvel/i/mg/4/20/6241c68982e9b.jpg
75960609600802311,Star Wars (2020) #23,"Vc Clayton Cowles, Carlo Pagulayan, Mark Paniccia, Jason Paz, Ramon Rosanas, Rachelle Rosenberg, Charles Soule, ",Comic Books,Star Wars,Star Wars (2020 - Present),English,2022-05-04T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/c/03/6268517a37a48.jpg,http://i.annihil.us/u/prod/marvel/i/mg/c/03/6268517a37a48.jpg
75960609600802411,Star Wars (2020) #24,"Vc Clayton Cowles, Madibek Musabekov, Ramon Rosanas, Carlo Pagulayan, Mark Paniccia, Jason Paz, Rachelle Rosenberg, Charles Soule, ",Comic Books,Star Wars,Star Wars (2020 - Present),English,2022-06-08T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/8/a0/62b9e17b11ab2.jpg,http://i.annihil.us/u/prod/marvel/i/mg/8/a0/62b9e17b11ab2.jpg
75960609600802511,Star Wars (2020) #25,"Giuseppe Camuncoli, Vc Clayton Cowles, Guru Efx, Phil Noto, Arif Prianto, Daniele Orlandini, Ramon Rosanas, Will Sliney, Carlo Pagulayan, Mark Paniccia, Jason Paz, Rachelle Rosenberg, Charles Soule, ",Comic Books,Star Wars,Star Wars (2020 - Present),English,2022-07-20T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/2/20/62dab2fbf29fa.jpg,http://i.annihil.us/u/prod/marvel/i/mg/2/20/62dab2fbf29fa.jpg
75960609600802611,Star Wars (2020) #26,"Vc Clayton Cowles, Andres Genolet, E.M. Gist, Mark Paniccia, Rachelle Rosenberg, Charles Soule, ",Comic Books,Star Wars,Star Wars (2020 - Present),English,2022-08-17T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/9/b0/62f3c658b7f1c.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/b0/62f3c658b7f1c.jpg
75960609600802711,Star Wars (2020) #27,"Vc Clayton Cowles, Andres Genolet, E.M. Gist, Mark Paniccia, Rachelle Rosenberg, Charles Soule, ",Comic Books,Star Wars,Star Wars (2020 - Present),English,2022-09-07T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/b/03/63050699626db.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/03/63050699626db.jpg
75960609600802811,Star Wars (2020) #28,"Vc Clayton Cowles, Andres Genolet, E.M. Gist, Mark Paniccia, Rachelle Rosenberg, Charles Soule, ",Comic Books,Star Wars,Star Wars (2020 - Present),English,2022-10-12T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/d/90/634f661527163.jpg,http://i.annihil.us/u/prod/marvel/i/mg/d/90/634f661527163.jpg
75960609600802911,Star Wars (2020) #29,"Vc Clayton Cowles, E.M. Gist, Mark Paniccia, Ramon Rosanas, Rachelle Rosenberg, Charles Soule, ",Comic Books,Star Wars,Star Wars (2020 - Present),English,2022-11-02T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/4/03/636158c655a02.jpg,http://i.annihil.us/u/prod/marvel/i/mg/4/03/636158c655a02.jpg
75960609600803011,Star Wars (2020) #30,"Rain Beredo, Vc Clayton Cowles, Andres Genolet, Mark Paniccia, Rachelle Rosenberg, Stephen Segovia, Charles Soule, ",Comic Books,Star Wars,Star Wars (2020 - Present),English,2023-01-04T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/4/40/63b477d68d466.jpg,http://i.annihil.us/u/prod/marvel/i/mg/4/40/63b477d68d466.jpg
75960620465600111,Star Wars: Revelations (2022) #1,"Guru Efx, Dono Sanchez-Almara, Wayne Faucher, Paul Fry, Salvador Larroca, Justin Mason, Pere Perez, Marc Guggenheim, Emma Kubert, Vc Ariana Maher, Phil Noto, Mark Paniccia, ",Comic Books,Star Wars,Star Wars: Revelations (2022),English,2022-11-23T00:00:00-0500,56,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/6/20/637674bea204b.jpg,http://i.annihil.us/u/prod/marvel/i/mg/6/20/637674bea204b.jpg
75960609600803111,Star Wars (2020) #31,"Rain Beredo, Vc Clayton Cowles, Andres Genolet, Mark Paniccia, Rachelle Rosenberg, Stephen Segovia, Charles Soule, ",Comic Books,Star Wars,Star Wars (2020 - Present),English,2023-02-15T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/c/a0/63ed387e1dee1.jpg,http://i.annihil.us/u/prod/marvel/i/mg/c/a0/63ed387e1dee1.jpg
75960609600803211,Star Wars (2020) #32,"Rain Beredo, Vc Clayton Cowles, Madibek Musabekov, Mark Paniccia, Rachelle Rosenberg, Stephen Segovia, Charles Soule, ",Comic Books,Star Wars,Star Wars (2020 - Present),English,2023-03-01T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/c/a0/63f4e972ed4aa.jpg,http://i.annihil.us/u/prod/marvel/i/mg/c/a0/63f4e972ed4aa.jpg
75960609600803251,Star Wars (2020) #32 (Variant),"Vc Clayton Cowles, PEACH MOMOKO, Madibek Musabekov, Mark Paniccia, Rachelle Rosenberg, Charles Soule, ",Comic Books,Star Wars,Star Wars (2020 - Present),English,2023-03-01T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/f/50/63fce0fd80a8b.jpg,http://i.annihil.us/u/prod/marvel/i/mg/f/50/63fce0fd80a8b.jpg
75960609600803311,Star Wars (2020) #33,"Rain Beredo, Vc Clayton Cowles, Madibek Musabekov, Mark Paniccia, Rachelle Rosenberg, Stephen Segovia, Charles Soule, ",Comic Books,Star Wars,Star Wars (2020 - Present),English,2023-04-05T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/9/90/641e084ef3ad9.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/90/641e084ef3ad9.jpg
759606093961000111,Star Wars: Target Vader (2019) #1,"Erick Arciniega, Federico Blee, Jordan Boyd, Neeraj Menon, Andres Mossa, Cris Loureiro Bolson, Marc Laming, Vc Clayton Cowles, Nic Klein, Mark Paniccia, Robbie Thompson, ",Comic Books,Star Wars,Star Wars: Target Vader (2019 - Present),English,2019-07-03T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/8/f0/5d126df47b0e0.jpg,http://i.annihil.us/u/prod/marvel/i/mg/8/f0/5d126df47b0e0.jpg
759606093961000211,Star Wars: Target Vader (2019) #2,"Vc Joe Caramagna, Nic Klein, Stefano Landini, Neeraj Menon, Mark Paniccia, Robbie Thompson, ",Comic Books,Star Wars,Star Wars: Target Vader (2019 - Present),English,2019-08-14T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/9/50/5d4c2c10889cb.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/50/5d4c2c10889cb.jpg
759606093961000311,Star Wars: Target Vader (2019) #3,"Vc Joe Caramagna, Nic Klein, Stefano Landini, Neeraj Menon, Mark Paniccia, Robbie Thompson, ",Comic Books,Star Wars,Star Wars: Target Vader (2019 - Present),English,2019-09-25T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/a/10/5d8a2a9e676f4.jpg,http://i.annihil.us/u/prod/marvel/i/mg/a/10/5d8a2a9e676f4.jpg
759606093961000411,Star Wars: Target Vader (2019) #4,"Federico Blee, Giada Marchisio, Neeraj Menon, Vc Joe Caramagna, Nic Klein, Stefano Landini, Mark Paniccia, Robbie Thompson, ",Comic Books,Star Wars,Star Wars: Target Vader (2019 - Present),English,2019-10-09T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/5/f0/5d924cd4314a2.jpg,http://i.annihil.us/u/prod/marvel/i/mg/5/f0/5d924cd4314a2.jpg
759606093961000511,Star Wars: Target Vader (2019) #5,"Cris Loureiro Bolson, Roberto DI Salvo, Vc Joe Caramagna, Marco Failla, Nic Klein, Mark Paniccia, Rachelle Rosenberg, Robbie Thompson, ",Comic Books,Star Wars,Star Wars: Target Vader (2019 - Present),English,2019-11-13T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/3/50/5dc092403954d.jpg,http://i.annihil.us/u/prod/marvel/i/mg/3/50/5dc092403954d.jpg
759606093961000611,Star Wars: Target Vader (2019) #6,"Vc Joe Caramagna, Georges Duarte, Roberto DI Salvo, Nic Klein, Stefano Landini, Giada Marchisio, Neeraj Menon, Mark Paniccia, Robbie Thompson, ",Comic Books,Star Wars,Star Wars: Target Vader (2019 - Present),English,2019-12-11T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/9/c0/5de549d0c818c.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/c0/5de549d0c818c.jpg
75960620378900111,Star Wars: The High Republic (2022) #1,"Ario Anindito, Andrea Broccardo, Mark Morales, Vc Ariana Maher, Mark Paniccia, Cavan Scott, Frank William, ",Comic Books,Star Wars,Star Wars: The High Republic (2022 - Present),English,2022-10-12T00:00:00-0400,40,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/6/03/634f6615280d2.jpg,http://i.annihil.us/u/prod/marvel/i/mg/6/03/634f6615280d2.jpg
75960620378900211,Star Wars: The High Republic (2022) #2,"Ario Anindito, Vc Ariana Maher, Mark Morales, Mark Paniccia, Cavan Scott, Frank William, ",Comic Books,Star Wars,Star Wars: The High Republic (2022 - Present),English,2022-11-09T00:00:00-0500,32,"Death Strikes On Jedha! A Jedi lies dead in an ancient shrine, another on the trail of the murderer. Who is using ancient Force powers on the streets of the holy city, and why are sacred relics going missing? And why do all roads lead to the Temple of the Whills?",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/a/03/63658b24d9062.jpg,http://i.annihil.us/u/prod/marvel/i/mg/a/03/63658b24d9062.jpg
75960620378900311,Star Wars: The High Republic (2022) #3,"Ario Anindito, Vc Ariana Maher, Mark Morales, Mark Paniccia, Cavan Scott, Frank William, ",Comic Books,Star Wars,Star Wars: The High Republic (2022 - Present),English,2022-12-28T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/b/e0/639a7a11bcb3f.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/e0/639a7a11bcb3f.jpg
75960620378900411,Star Wars: The High Republic (2022) #4,"Ario Anindito, Andrea Broccardo, Vc Ariana Maher, Mark Paniccia, Cavan Scott, Frank William, ",Comic Books,Star Wars,Star Wars: The High Republic (2022 - Present),English,2023-01-11T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/6/e0/63b476c0db969.jpg,http://i.annihil.us/u/prod/marvel/i/mg/6/e0/63b476c0db969.jpg
75960620378900511,Star Wars: The High Republic (2022) #5,"Andrea Broccardo, Vc Ariana Maher, Mark Paniccia, Yanick Paquette, Alejandro Sanchez, Cavan Scott, Frank William, ",Comic Books,Star Wars,Star Wars: The High Republic (2022 - Present),English,2023-02-08T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/e/e0/63d28ea0badc6.jpg,http://i.annihil.us/u/prod/marvel/i/mg/e/e0/63d28ea0badc6.jpg
75960620378900611,Star Wars: The High Republic (2022) #6,"Ario Anindito, Vc Ariana Maher, Mark Morales, Mark Paniccia, Yanick Paquette, Alejandro Sanchez, Cavan Scott, Frank William, ",Comic Books,Star Wars,Star Wars: The High Republic (2022 - Present),English,2023-03-08T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/7/30/63f4e8f3940d8.jpg,http://i.annihil.us/u/prod/marvel/i/mg/7/30/63f4e8f3940d8.jpg
75960620378900711,Star Wars: The High Republic (2022) #7,"Andrea Broccardo, Marika Cresta, Vc Ariana Maher, Mark Morales, Mark Paniccia, Yanick Paquette, Alejandro Sanchez, Cavan Scott, Frank William, ",Comic Books,Star Wars,Star Wars: The High Republic (2022 - Present),English,2023-03-29T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/6/40/641e08ad719a4.jpg,http://i.annihil.us/u/prod/marvel/i/mg/6/40/641e08ad719a4.jpg
75960609952800311,Star Wars: The High Republic (2021) #3,"Ario Anindito, Annalisa Leoni, Vc Ariana Maher, Mark Morales, Phil Noto, Mark Paniccia, Cavan Scott, ",Comic Books,Star Wars,Star Wars: The High Republic (2021 - Present),English,2021-03-03T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/2/a0/6030353025ddf.jpg,http://i.annihil.us/u/prod/marvel/i/mg/2/a0/6030353025ddf.jpg
75960609952800411,Star Wars: The High Republic (2021) #4,"Ario Anindito, Annalisa Leoni, Vc Ariana Maher, Mark Morales, Phil Noto, Mark Paniccia, Cavan Scott, ",Comic Books,Star Wars,Star Wars: The High Republic (2021 - Present),English,2021-04-07T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/2/c0/60661082bbe50.jpg,http://i.annihil.us/u/prod/marvel/i/mg/2/c0/60661082bbe50.jpg
75960609952800511,Star Wars: The High Republic (2021) #5,"Ario Anindito, Annalisa Leoni, Vc Ariana Maher, Mark Morales, Phil Noto, Mark Paniccia, Cavan Scott, ",Comic Books,Star Wars,Star Wars: The High Republic (2021 - Present),English,2021-05-12T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/6/70/608731840fcce.jpg,http://i.annihil.us/u/prod/marvel/i/mg/6/70/608731840fcce.jpg
75960609952800611,Star Wars: The High Republic (2021) #6,"Vc Joe Caramagna, Georges Jeanty, Annalisa Leoni, Phil Noto, Mark Paniccia, Cavan Scott, Karl Story, ",Comic Books,Star Wars,Star Wars: The High Republic (2021 - Present),English,2021-06-30T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/6/e0/609ee5c45d744.jpg,http://i.annihil.us/u/prod/marvel/i/mg/6/e0/609ee5c45d744.jpg
75960609952800711,Star Wars: The High Republic (2021) #7,"Georges Jeanty, Annalisa Leoni, Vc Ariana Maher, Phil Noto, Mark Paniccia, Cavan Scott, Karl Story, ",Comic Books,Star Wars,Star Wars: The High Republic (2021 - Present),English,2021-07-28T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/3/c0/60fad32694567.jpg,http://i.annihil.us/u/prod/marvel/i/mg/3/c0/60fad32694567.jpg
75960609952800811,Star Wars: The High Republic (2021) #8,"Ario Anindito, Annalisa Leoni, Vc Ariana Maher, Mark Morales, Phil Noto, Mark Paniccia, Cavan Scott, ",Comic Books,Star Wars,Star Wars: The High Republic (2021 - Present),English,2021-08-11T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/6/60/6104118faf59e.jpg,http://i.annihil.us/u/prod/marvel/i/mg/6/60/6104118faf59e.jpg
75960609952800911,Star Wars: The High Republic (2021) #9,"Ario Anindito, Marc Deering, Mark Morales, Victor Olazaba, Sean Parsons, Vc Ariana Maher, Phil Noto, Mark Paniccia, Rachelle Rosenberg, Cavan Scott, ",Comic Books,Star Wars,Star Wars: The High Republic (2021 - Present),English,2021-09-01T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/d/00/612e8dd9edd47.jpg,http://i.annihil.us/u/prod/marvel/i/mg/d/00/612e8dd9edd47.jpg
75960609952801011,Star Wars: The High Republic (2021) #10,"Georges Jeanty, Vc Travis Lanham, Carlos Lopez, Phil Noto, Victor Olazaba, Karl Story, Mark Paniccia, Cavan Scott, ",Comic Books,Star Wars,Star Wars: The High Republic (2021 - Present),English,2021-10-20T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/7/40/6169ef37d6d82.jpg,http://i.annihil.us/u/prod/marvel/i/mg/7/40/6169ef37d6d82.jpg
75960609952801111,Star Wars: The High Republic (2021) #11,"Jesus Aburtov, Carlos Lopez, Georges Jeanty, Vc Travis Lanham, Mark Morales, Victor Olazaba, Karl Story, Phil Noto, Mark Paniccia, Cavan Scott, ",Comic Books,Star Wars,Star Wars: The High Republic (2021 - Present),English,2021-11-10T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/4/40/6169ee947641d.jpg,http://i.annihil.us/u/prod/marvel/i/mg/4/40/6169ee947641d.jpg
75960609952801211,Star Wars: The High Republic (2021) #12,"Georges Jeanty, Carlos Lopez, Vc Ariana Maher, Phil Noto, Mark Paniccia, Cavan Scott, Karl Story, ",Comic Books,Star Wars,Star Wars: The High Republic (2021 - Present),English,2021-12-15T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/9/00/61ae1ea2826b7.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/00/61ae1ea2826b7.jpg
75960609952801311,Star Wars: The High Republic (2021) #13,"Ario Anindito, Carlos Lopez, Vc Ariana Maher, Mark Morales, Phil Noto, Mark Paniccia, Cavan Scott, ",Comic Books,Star Wars,Star Wars: The High Republic (2021 - Present),English,2022-01-19T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/9/30/61cf401a96be6.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/30/61cf401a96be6.jpg
75960609952801411,Star Wars: The High Republic (2021) #14,"Ario Anindito, Carlos Lopez, Vc Ariana Maher, Mark Morales, Phil Noto, Mark Paniccia, Cavan Scott, ",Comic Books,Star Wars,Star Wars: The High Republic (2021 - Present),English,2022-02-02T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/a/50/61f98e5ed814f.jpg,http://i.annihil.us/u/prod/marvel/i/mg/a/50/61f98e5ed814f.jpg
75960609952801511,Star Wars: The High Republic (2021) #15,"Ario Anindito, Carlos Lopez, Vc Ariana Maher, Mark Morales, Victor Olazaba, Phil Noto, Mark Paniccia, Cavan Scott, ",Comic Books,Star Wars,Star Wars: The High Republic (2021 - Present),English,2022-03-02T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/3/d0/622780708e8dc.jpg,http://i.annihil.us/u/prod/marvel/i/mg/3/d0/622780708e8dc.jpg
75960620215700111,Star Wars: The High Republic - Eye of the Storm (2022) #1,"Ryan Brown, Jim Campbell, Daniel Khazem, Vc Ariana Maher, Guillermo Sanna, Charles Soule, ",Comic Books,Star Wars,Star Wars: The High Republic - Eye of the Storm (2022 - Present),English,2022-01-12T00:00:00-0500,40,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/4/70/61cf4059988c8.jpg,http://i.annihil.us/u/prod/marvel/i/mg/4/70/61cf4059988c8.jpg
75960620215700211,Star Wars: The High Republic - Eye of the Storm (2022) #2,"Ryan Brown, Jim Campbell, Antonio Fabela, Daniel Khazem, Vc Ariana Maher, Guillermo Sanna, Charles Soule, ",Comic Books,Star Wars,Star Wars: The High Republic - Eye of the Storm (2022 - Present),English,2022-03-02T00:00:00-0500,40,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/3/60/6227808530dce.jpg,http://i.annihil.us/u/prod/marvel/i/mg/3/60/6227808530dce.jpg
75960620492200111,Star Wars: The High Republic - The Blade (2022) #1,"Giuseppe Camuncoli, Marco Castiello, Jim Charalampidis, Daniel Khazem, Vc Travis Lanham, Frank Martin, Charles Soule, ",Comic Books,Star Wars,Star Wars: The High Republic - The Blade (2022 - Present),English,2022-12-28T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/8/d0/639a7a11ab09c.jpg,http://i.annihil.us/u/prod/marvel/i/mg/8/d0/639a7a11ab09c.jpg
75960620492200211,Star Wars: The High Republic - The Blade (2022) #2,"Giuseppe Camuncoli, Marco Castiello, Jethro Morales, Jim Charalampidis, Daniel Khazem, Vc Travis Lanham, Frank Martin, Charles Soule, ",Comic Books,Star Wars,Star Wars: The High Republic - The Blade (2022 - Present),English,2023-01-25T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/a/03/63d28f8531434.jpg,http://i.annihil.us/u/prod/marvel/i/mg/a/03/63d28f8531434.jpg
75960620492200311,Star Wars: The High Republic - The Blade (2022) #3,"Jim Campbell, Giuseppe Camuncoli, Marco Castiello, Jethro Morales, Daniel Khazem, Vc Travis Lanham, Frank Martin, Charles Soule, ",Comic Books,Star Wars,Star Wars: The High Republic - The Blade (2022 - Present),English,2023-03-01T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/c/a0/63f4e96fdaa06.jpg,http://i.annihil.us/u/prod/marvel/i/mg/c/a0/63f4e96fdaa06.jpg
75960620492200411,Star Wars: The High Republic - The Blade (2022) #4,"Jim Campbell, Giuseppe Camuncoli, Daniel Khazem, Vc Travis Lanham, Frank Martin, Jethro Morales, Charles Soule, ",Comic Books,Star Wars,Star Wars: The High Republic - The Blade (2022 - Present),English,2023-03-29T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/3/f0/641e088f7a808.jpg,http://i.annihil.us/u/prod/marvel/i/mg/3/f0/641e088f7a808.jpg
759606202141000111,Star Wars: The High Republic - Trail of Shadows (2021) #1,"Daniel Khazem, David Lopez, Giada Marchisio, Daniel Older, Vc Joe Sabino, Dave Wachter, ",Comic Books,Star Wars,Star Wars: The High Republic - Trail of Shadows (2021 - 2022),English,2021-10-13T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/8/a0/6160b6ab4af15.jpg,http://i.annihil.us/u/prod/marvel/i/mg/8/a0/6160b6ab4af15.jpg
759606202141000211,Star Wars: The High Republic - Trail of Shadows (2021) #2,"Daniel Khazem, David Lopez, Giada Marchisio, Daniel Older, Vc Joe Sabino, Dave Wachter, ",Comic Books,Star Wars,Star Wars: The High Republic - Trail of Shadows (2021 - 2022),English,2021-11-24T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/b/03/619e6367008f1.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/03/619e6367008f1.jpg
759606202141000311,Star Wars: The High Republic - Trail of Shadows (2021) #3,"Ian Herring, Giada Marchisio, Daniel Khazem, David Lopez, Daniel Older, Vc Joe Sabino, Dave Wachter, ",Comic Books,Star Wars,Star Wars: The High Republic - Trail of Shadows (2021 - 2022),English,2021-12-22T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/b/b0/61ae1ea2852da.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/b0/61ae1ea2852da.jpg
759606202141000411,Star Wars: The High Republic - Trail of Shadows (2021) #4,"Daniel Khazem, David Lopez, Giada Marchisio, Daniel Older, Vc Joe Sabino, Dave Wachter, ",Comic Books,Star Wars,Star Wars: The High Republic - Trail of Shadows (2021 - 2022),English,2022-01-26T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/c/40/61cf3fe292da3.jpg,http://i.annihil.us/u/prod/marvel/i/mg/c/40/61cf3fe292da3.jpg
759606202141000511,Star Wars: The High Republic - Trail of Shadows (2021) #5,"Daniel Khazem, David Lopez, Giada Marchisio, Daniel Older, Vc Joe Sabino, Dave Wachter, ",Comic Books,Star Wars,Star Wars: The High Republic - Trail of Shadows (2021 - 2022),English,2022-02-09T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/2/03/620155815c83b.jpg,http://i.annihil.us/u/prod/marvel/i/mg/2/03/620155815c83b.jpg
